"","contenidos","fechas","titulos","url"
"11","NUEVA YORK, EE.UU, (AP).- Edwin Encarnación fue descartado de la alineación de los Indios de Cleveland para el cuarto partido de su serie divisional de la Liga Americana contra los Yanquis de Nueva York. El toletero dominicano ha estado fuera de acción desde que salió del segundo juego, el viernes pasado, por un esguince en el tobillo derecho. Los Indios informaron el lunes que Encarnación es evaluado día a día. Michael Brantley se mantiene como el sustituto de Encarnación como bateador designado por los Indios el lunes. Cleveland lidera 2-1 la serie y trata de avanzar a la serie de campeonato del circuito por segunda temporada seguida. Los Indios pudieron barrer la serie el domingo, pero cayeron 1-0 ante los Yanquis, con Brantley de 2-0 y un boleto al bate. Jay Bruce fue el cuarto bate, el puesto asignado a Encarnación en el orden ofensivo, en el tercer partido y se ponchó en sus cuatro turnos. Bruce, de gran desempeño en los primeros dos juegos, sigue como cuarto bate el lunes.",2017-10-09,"Encarnación aún seguirá fuera por lesión en tobillo; situación es día a día","http://ow.ly/mWJe30fL7yh"
"12","MINNEAPOLIS, Minnesota, EE.UU, (AP).- Los Mellizos de Minnesota retendrán al manager Paul Molitor, quien encabezó una transformación histórica. Los Mellizos anunciaron el lunes que Molitor recibirá un nuevo contrato por tres años que lo mantendrá con el equipo hasta 2020. El equipo finalizó con marca de 85-77, convirtiéndose en la primera novena en llegar a la postemporada un año después de perder al menos 100 juegos. Minnesota cayó la semana pasada ante los Yanquis de Nueva York en el juego de comodines de la Liga Americana. Molitor pasó toda la campaña en el último año de su contrato inicial por tres temporadas que firmó en 2014. Los nuevos ejecutivos, Derek Falvey y Thad Levine, nunca discutieron el futuro del manager durante la temporada, en la que registraron una mejoría de 26 juegos respecto al calendario previo. Eso creó incertidumbre sobre si retendrían al manager que estaba a cargo al momento en que ellos tomaron el control de los Mellizos. Pero con Molitor entre los candidatos a Manager del Año de la Liga Americana, ambas partes llegaron a un acuerdo a menos de una semana de concluir su campaña. El nativo de St. Paul pasó las últimas tres temporadas de su carrera de Salón de la Fama con los Mellizos. Molitor se ha ganado la lealtad y el respeto de sus jugadores con un comportamiento abierto y un impresionante conocimiento del juego. Antes de ser contratado como manager, fungió como instructor en el sistema de Ligas Menores del equipo, con lo que forjó sólidos vínculos con peloteros como Brian Dozier, el domincano Miguel Sanó y Byron Buxton, sentando las bases para el resurgimiento de esta temporada.",2017-10-09,"Mellizos extiende el contrato de Paul Molitor hasta 2020","http://ow.ly/tKL730fL7eA"
"13","La  Romana.-El tribunal de atención permanente del Seibo, le impuso medida de coerción a un empleado del Instituto Nacional de la Vivienda (INVI), atrapado extrayendo arena  del  río  de  dicha  ciudad. La medida  recayó  sobre  Miguel Ángel Cedeño Rojas luego de  haber sido detenido el 5 de octubre del año 2007, por miembros del Servicio Nacional de Protección Ambiental  (SEMPA), cuando la Dirección Provincial de Medio Ambiente del Seibo actuó por denuncia. La  medida consistió  en  el pago  de  Una garantía economía de 250 mil pesos, mediante contrato, y presentación periódica  una  vez  cada  mes. Una  nota  dice  que  se trató de la Violación a la ley 64-00 sobre Medio Ambiente y Recursos Naturales. Dicha  dirección  recibió una llamada telefónica de los habitantes de Pedro Sánchez, diciendo que había una persona en un camión sustrayendo materiales de la corteza terrestre del río Seibo, Luego  cuando los inspectores de Medio Ambiente llegaron al lugar este fue advertido de que sería arrestado por sacar materiales del río, una vez recibida la advertencia este se identifico como Director Provincial del INVI. Ahí mismo  se comprometió a vaciar  las innumerables rocas que había sacado del río, los inspectores hacen creer que se marcharon del lugar, y el imputado espera un tiempo prudente para aprovechar  y salir con un camión cargado de piedras. Sin embargo  no pudo lograr este su objetivo porque los inspectores lo sorprendieron en la salida de Pedro Sánchez, donde fue arrestado. En la  audiencia de medida de coerción el Ministerio Público estuvo representado por el Doctor. Richard Guilamo Cedano, quien procurador Fiscal de Medio Ambiente y Recursos Naturales  en  la  zona.",2017-10-09,"Obligan  hombre a pagar 250  mil pesos como medida de coerción por extraer materiales de río Seibo","http://ow.ly/D05b30fL76e"
"14","Confiado en que las Aguilas Cibaeñas seguirán volando alto, Manny Acta, vicepresidente de operaciones de la franquicia aguilucha, asegura que a partir de este viernes cuando se cante la voz de play ball se buscaran terminar el proceso que comenzó el año pasado a fin de conquistar la anhelada corona número 21 en el beisbol profesional dominicano. “Valentía y carácter, lo que mucho llaman química es lo que estamos forjando con los peloteros tanto nativos como importados para alcanzar la meta”, preciso Acta al tomar las palabras en el tradicional encuentro con la prensa del conjunto aguilucho. En un ambiente marcado por gran positivismo y ante la presencia de un nutrido grupo de directivos, patrocinadores, peloteros y miembros de la prensa, fue presentado el equipo que este año buscará dejar en el pasado una década sin conquistar la corona. “Quizás para muchos el tiempo sin levantar el trofeo no es tan largo, pero la sed es inmensa por estos predios por esos agradezco a la directiva porque no nos faltó nada, tuvimos un apoyo excelente y siempre seré el responsable de los resultados”, dijo Agrego que nunca podrán modificar los resultados, pero si está seguro que con valentía y carácter el equipo dará la batalla hasta final, exhortando al su personal a poner a las Aguilas, primero que todo, ya que desde el año pasado instituimos el lema “las Aguilas van primero”. Manifestó que la fanaticada va a disfrutar de un conjunto diferente, “nos hemos esforzados en corregir algunos aspectos para comenzar con un buen equipo desde el primer día de la temporada”, expresó Acta, quien tuvo las palabras centrales en una novedosa presentación del plantel amarillo en el Hotel Gran Almirante. “Tendremos un conjunto profundo desde que se cante Playball, con peloteros capaz de jugar en varias posiciones y sin espacio para los huecos”, agregó Acta antes de pasar a la abundancia de talento que tendrán las Aguilas desde el día de apertura. Acta resulto la capacidad del dirigente boricua Lino Rivera, quien, en sus siete participaciones en el beisbol invernal, incluyendo Puerto Rico y República Dominicana, ha llevado a sus equipos hasta las finales, conquistando tres campeonatos. “Lino es uno de los dirigentes más exitosos del Caribe, un tipo con excelente trayectoria comparado con los grandes que ha tenido el equipo cibaeño”, afirmó. A seguida pasó a mencionar a los peloteros contratados para el equipo aguilucho, destacando a que la mayoría son jugadores con experiencia en el beisbol de las mayores. En grupo cito al coreano Jung Ho Kang, quien confirmo jugará toda la temporada con los aguiluchos, y deberá ser un jugador de impacto en la pelota dominicana, así como el infielder Ozzie Albies, de los Bravos de Atlanta y el receptor Reese McGuire, para ayudar al titular Francisco Peña. “Además contaremos con Pedro Severino y otro catcher importado para la segunda parte de la campaña”, reveló. Anuncio que serán de gran ayuda el lanzador puertorriqueño, Jorge López, un derecho que se define como un atacante constante de la zona de strike que pertenece a la organización de los Cerveceros de Milwaukee, así como Yovanny Soto que podría entrar a la rotación abridora, agregando al relevista Joseph Colon para fortalecer el bullpen. Hemos conformado un buen staff de pitcheo para tener mayor oportunidad de ganar los juegos, agregó, citando que la rotación abridora contara con los cubanos Yunesky Maya y Francisley Bueno, junto al boricua Jorge López. Apunto que tendrán de nuevo al cerrador estelar Josh Judy, asegurando que jamás esperan que vaya tener la temporada que registro el año pasado, donde no permitió carreras en una actuación sin precedente en la liga dominicana. “Tengo plena confianza de que el pitcheo de las Aguilas será mucho mejor, agregó ante del paso al dirigente Lino Rivera en el encuentro con la prensa.",2017-10-09,"Manny Acta confiado en que las Aguilas volarán alto en busca de la corona 21","http://ow.ly/XFfy30fL6TF"
"15","SANTIAGO.- El presidente de las Aguilas Cibaeñas, Winston -Chilote-Llenas, denunció aquí que el equipo representativo del Cibao ha tenido que reparar mediante créditos comerciales el estadio Cibao, debido a que pese a tener el visto bueno del presidente Danilo Medina, el parque no había sido reparado en fechas críticas para el inicio de la pelota. Llenas también declaró al responder preguntas de los periodistas que las Aguilas volverán a realizar su asamblea de directivos cuando concluya el presente torneo, debido a que se han puesto todos de acuerdo en trabajar en la temporada 1017-2018 enfocados en ganar. “Danilo Medina me dijo en una entrevista que tuve con el que sí sobre la reparación del estadio Cibao, me mando a la Secretaría Administrativa de la presidencia, quienes a su vez me enviaron a Obras Publicas, El Estado no ha aportado nada, y nosotros para cumplir nos hemos endeudado” dijo Llenas al contestar la pregunta. Sobre la directiva aguilucha, aseguró que “estamos unidos con un único fin, ganar el campeonato, regresaremos a la mese de asamblea al terminar la temporada, en este momento existe armonía y nunca le pondremos presión a nuestro equipo|, aseguró Llenas fue el encargado de introducir la conferencia de prensa anual del equipo aguilucho destacando en sus palabras que las Águilas Cibaeñas han fortalecido su estructura competitiva mediante una agresiva actividad de adquirir jugadores para llenar espacios claves, el Draft de jugadores y llenando huecos con importaciones precisas. Se han contratado jugadores extranjeros que vienen a fortalecer nuestro poder ofensivo, defensa y sobre todo el pitcheo. Eso sin dudas remozará el excelente material nativo que hemos desarrollado en los últimos años y que ya ha llegado a una madurez que mostramos en la última temporada “El equipo ha tenido un gran entrenamiento, nuestro dirigente Lino Rivera se ha integrado al máximo, y los jugadores han dado este año una seria muestra de entrega, lo que nos hace pensar que la primera fase se completará con las metas de tener un sólido equipo desde el inicio de temporada”, aseguró. Más adelante expresó que “debo destacar la entrega y profesionalidad de nuestros técnicos, que le han dado un sólido respaldo a Rivera y se ha creado un ambiente de buena comunicación y trabajo de conjunto. Desde las oficinas nuestro Vicepresidente de Operaciones, Manny Acta y su equipo nos dan cada día muestra de que el trabajo detrás del escenario es una batalla que se libra cada día, y que todas las mañanas hay que salir al frente para ganar la guerra beisbolera. “Ahora solo nos queda satisfacer el deseo de nuestra aguerrida y fiel fanaticada a la que nos debemos y para quienes trabajamos con ardor, en procurar de alcanzar la meta de ser campeones”.   Buenos precios y comodidad Llenas asegura que “hemos trabajado para que los aficionados se sientan cómodos en el estadio Cibao, el más alegre de la pelota criolla, esa comodidad incluye la continuación de nuestra política de vender en cantina y los espacios comerciales a un precio igual o inferior que en las tiendas y mercados de la ciudad. Con la finalidad de que la economía de los fanáticos no se recienta al acudir a presenciar nuestros partidos.” Nos comprometemos a tener un espectáculo bueno para toda la familia, de manera que el estadio sea el lugar más placentero y seguro, para una sana diversión “Finalmente, pero no menos importante, este año festejaremos el 65 aniversario de la primera victoria aguilucha, ocurrida en el verano del 1952. Recordaremos a los héroes que lograron la hazaña de darnos la primera corona, una epopeya que el equipo ha repetido 19 veces, para sumar 20 campeonato”.",2017-10-09,"Chilote Llenas se queja de falta de ayuda del gobierno para reparar el Estadio Cibao","http://ow.ly/rga830fL62W"
"16","CIUDAD DE GUATEMALA, (AP).- Tras dos años de permanecer en prisión acusada de defraudación aduanera, la exvicepresidenta guatemalteca Roxana Baldetti, declaró el lunes por primera vez ante un juez y negó los cargos en su contra. Baldetti renunció al cargo en 2015 junto con el entonces presidente Otto Pérez Molina, quien también participa en la audiencia que inició hace poco más de dos meses para determinar si un juez los envía a juicio y se espera que el exmandatario también hable a lo largo del día. Ambos fueron señalados en el caso “La Línea”, en el que empresarios, particulares y funcionarios del más alto nivel se habrían coludido para defraudar al Estado por varios millones de dólares por medio de las aduanas del país. Baldetti se declaró inocente y aseguró que luchó por la transparencia del gasto público. “Me da cólera que este aquí sentada porque si alguien luchó contra la corrupción fui yo”, dijo. Baldetti está presa acusada de cuatro casos diferentes de corrupción. Debido a las decenas de recursos legales presentados por la defensa de varios de los procesados en el caso (más de 30 personas), el avance de éste se ha retrasado. La exvicepresidenta negó también la veracidad de las declaraciones de Juan Carlos Monzón, quien fue su secretario privado y delató cómo era la estructura que presuntamente lideraba Baldetti junto a Pérez Molina. Según Monzón, ella habría recibido la mayor cantidad de dinero producto de la defraudación. “No lo aceptó señor juez. No pertenezco a una estructura criminal”, dijo ella. La fiscalía ha presentado testigos, escuchas telefónicas y documentos contra Baldetti y otros acusados en el caso. También ha logrado que otros jueces confisquen varias propiedades. En 2015, miles de guatemaltecos se manifestaron pacíficamente contra ella y Pérez Molina tras ser acusados de corrupción. Tras meses de convulsión, Baldetti renunció al cargo mientras la fiscalía anunciaba una indagación preliminar en la que detallaba la estructura. A más de seis meses de iniciada la investigación, la fiscalía y la Comisión Internacional Contra la Corrupción en Guatemala (CICIG) determinaron que también Pérez Molina estaba involucrado en el caso e igualmente renunció. La exmandataria aprovechó para solidarizarse con el actual presidente Jimmy Morales y con el expresidente y alcalde capitalino Álvaro Arzú, a quienes también se les acusa de actos de corrupción y de quienes la fiscalía y la CICIG ha solicitado el retiro de la inmunidad para investigarlos. Tanto Baldetti y Pérez Molina como el presidente Morales y el alcalde Arzú han dicho que son inocentes de los cargos y luego de las acusaciones en su contra.",2017-10-09,"Exvicepresidenta presa se declara inocente en Guatemala","http://ow.ly/tjIK30fL5AA"
"17","SANTO DOMINGO, (AP).- Un grupo de ocho mujeres venezolanas que eran explotadas sexualmente en bares del suroeste de República Dominicana fueron rescatadas por las autoridades, informó el lunes la Procuraduría General. La institución detalló en un comunicado que los agentes desarticularon una red de trata de personas que operaba en al menos dos bares de la localidad de Nizao, 50 kilómetros al oeste de Santo Domingo. Los dos bares donde se encontraban las venezolanas fueron clausurados y los agentes detuvieron a cinco personas, incluidas dos mujeres, quienes serán presentadas ante un tribunal para que formalice su arresto. La Procuraduría explicó que, de forma presunta, las venezolanas fueron traídas a República Dominicana con fines de explotarlas sexualmente. En mayo de 2016, la Procuraduría cerró un bar de la ciudad de Santiago, 150 kilómetros al norte de la capital, donde unas 40 venezolanas y colombianas eran explotadas sexualmente. Debido a una laguna legal, las leyes dominicanas no prohíben que una persona mayor de edad se prostituya, pero sí tipifican como crimen la explotación sexual. Las ocho mujeres venezolanas se encontraban el lunes bajo custodia de la unidad de derechos humanos de la Procuraduría. Desde finales de 2015, República Dominicana ha registrado una oleada de migrante provenientes de Venezuela en busca de trabajo.",2017-10-09,"Rescatan a 8 venezolanas que eran prostituidas en Dominicana","http://ow.ly/tchx30fL4KC"
"18","SHANGHAI, CHINA, (AP).- El argentino Juan Martín del Potro debió exigirse al máximo de tres sets para acceder a la segunda ronda del Masters de Shangai al vencer el lunes al georgiano Nikoloz Basilashvili por 6-2, 3-6, 6-4. Del Potro, semifinalista del torneo en 2013, pasó dificultades con su segundo saque frente a un rival que entró al cuadro principal tras superar la fase previa. Aunque ganó 40 de 49 puntos con su primer servicio, apenas pudo llevarse 13 de 30 con el segundo. El rival de turno del 16to preclasificado será el ruso Andrey Rublev, quien venció al bosnio Damir Dzumhur por 6-1, 4-6, 6-1. Tanto Del Potro como Rublev sucumbieron ante el eventual campeón Rafael Nadal en el Abierto de Estados Unidos. Del Potro cayó en semifinales, mientras que Rublev perdió en cuartos. También el lunes, el estadounidense Frances Tiafoe avanzó a la segunda ronda con una victoria 6-4, 6-4 sobre el francés Benoit Paire. Tiafoe, 92 del ranking mundial y que debió sortear la clasificación, disputó un partido de cuadro principal desde que perdió en cinco sets Roger Federer en el US Open. Federer, campeón de Shangai en 2004, debutará el miércoles. El campeón del Abierto de Australia y Wimbledon esta temporada no ha jugado desde su derrota ante Del Potro en los cuartos de final del US Open. “Ahora solo compito en torneos importantes”, dijo Federer. “Me he entrenado muchas horas en la Cancha Central. He venido acá por un motivo. Aquí estoy con un objetivo. La idea es hacer un bueno torneo y ganarlo”. Con pase directo a la segunda ronda, Federer se las verá con el ganador del duelo entre el argentino Diego Schwartzman y el australiano Jordan Thompson.",2017-10-09,"Del Potro avanza a 2da ronda en Shangai","http://ow.ly/YHcY30fL47m"
"19","BOSTON, EE.UU, (AP).- Justin Verlander superó a Chris Sale en un duelo de aces relevistas, y los Astros de Houston avanzaron a su primera Serie de Campeonato en la Liga Americana al venir de atrás para vencer el lunes 5-4 a los Medias Rojas de Boston en el cuarto juego de su Serie Divisional. Houston iniciará el viernes la Serie de Campeonato de la Liga Americana, ya sea en Cleveland o en casa ante los Yankees de Nueva York. Los Indios tienen ventaja de 2-1 sobre los Yankees de cara al cuarto juego de su Serie Divisional, que se realizará la noche del lunes. Con Verlander y Sale – los abridores del primer juego – apareciendo como relevistas, los Astros prevalecieron para quedarse con la serie 3-1. Alex Bregman bateó jonrón ante Sale para empatar el juego en la octava y Josh Reddick pegó sencillo productor ante Craig Kimbrel en ese mismo inning para darle ventaja a los Astros. La última vez que los Astros llegaron a una Serie de Campeonato fue en 2005, como equipo de la Liga Nacional, y avanzaron a la Serie Mundial, en donde fueron barridos por los Medias Blancas de Chicago. Por los Astros, el cubano Yulieski Gurriel de 5-3 con una anotada. Los puertorriqueños Carlos Beltrán de 1-1 con una producida; Carlos Correa de 4-1. Los venezolanos Marwin González de 3-0 con una anotada; José Altuve de 4-0. Por los Medias Rojas, los dominicanos Rafael Devers de 3-2 con una producida y una anotada; Hanley Ramírez de 4-2. El puertorriqueño Christian Vázquez de 3-0.",2017-10-09,"Astros eliminan a Medias Rojas y avanza a Serie de Campeonato; Verlander superó a Sale en duelo de aces relevistas","http://ow.ly/9j0G30fL2Ge"
"20","Bogotá, (EFE).- El presidente de Colombia, Juan Manuel Santos, declaró este lunes 344 municipios como Zonas Más Afectadas por el Conflicto (Zomac) en las que los empresarios contarán con estímulos tributarios para invertir y llevar “desarrollo y progreso”. “Es necesario traducir en realidad ese interés del mundo entero por venir a invertir”, aseguró el mandatario durante la presentación del programa en el municipio de Uribe, uno de los más golpeados por la violencia en el centro del país. En esas zonas, que corresponden al 53 % del país, los empresarios tendrán beneficios tributarios y se aplicará la iniciativa “obras por impuestos”, con la que los inversionistas podrán desarrollar infraestructura y recibirán a cambio una reducción en sus obligaciones fiscales. Por ejemplo, las pequeñas empresas tendrán una exención total tributaria entre 2017 y 2021, mientras que las medianas y grandes compañías pagarán la mitad de su impuesto de renta en ese lapso.   Como condición, las empresas deben establecerse en esas regiones, contratar mano de obra local y producir allí. “Queremos llevar el progreso que no han tenido tantos y tantos municipios. Un campo que progresa es un campo en paz y queremos llevar desarrollo y empleo, generando las condiciones para invertir”, aseguró el mandatario. En ese sentido, explicó que se podrán poner en funcionamiento negocios en los sectores de la construcción, turismo y servicios que no habían podido llegar antes a esas zonas por el conflicto armado. “Las Zomac se crearon para que fueran beneficiarias de acciones del Gobierno encaminadas a tener un país más equilibrado”, agregó Santos, quien explicó que el 76 % de esas zonas es rural, su índice de pobreza multidimensional es 1,5 veces mayor que el promedio nacional y el empleo informal en un 8 % más alto que en el resto del país. Santos anunció que el Gobierno invertirá 1,4 billones de pesos (unos 474 millones de dólares) para construir vías terciarias en todo el país.",2017-10-09,"Gobierno colombiano incentiva inversión en municipios afectados por conflicto","http://ow.ly/THrI30fL1nf"
